,rest_name,locality,rating,cuisines,cost_for_two,votes
1644,Kake Di Coffee                                     ,Bodakdev,3.5,['Beverages'],200,24
1645,M.K Pav Bhaji and South Indian                                     ,Vejalpur,3.3,"['South Indian', 'Street Food', 'Fast Food']",400,41
1646,JNK Food Wale                                     ,C G Road,3.2,"['South Indian', 'North Indian', 'Street Food']",350,36
1647,The Cupcake Connection                                     ,"Venus Atlantis, Prahlad Nagar",3.7,['Desserts'],250,22
1648,Bowl Story                                     ,Bodakdev,3.8,"['North Indian', 'Italian', 'Mexican']",400,30
1649,Dangee Dums Yums                                     ,Satellite,3.6,"['Bakery', 'Desserts']",350,32
1650,Mehta                                     ,Navrangpura,3.6,['Street Food'],150,28
1651,The Cake Bar                                     ,Airport Gandhinagar Highway,3.5,"['Desserts', 'Bakery']",150,50
1652,Jayraj                                     ,Ambavadi,3.7,['Fast Food'],250,38
1653,Cafe1985                                     ,Bodakdev,3.6,"['Fast Food', 'Salad', 'Beverages']",300,30
1654,Balaji Poha House                                     ,Satellite,3.4,['Street Food'],100,37
1655,Hari Om Dabeli                                     ,Sola,3.3,['Fast Food'],250,48
1656,Tamarind                                     ,Memnagar,3.5,"['North Indian', 'South Indian', 'Chinese']",700,23
1657,Studio De Food Couture                                     ,Bodakdev,3.5,['Fast Food'],400,49
1658,N2Creamzz                                     ,Satellite,3.4,['Ice Cream'],300,38
1659,Frankiesta Fast Food                                     ,Satellite,3.6,"['Chinese', 'Rolls']",300,48
1660,Tropical Sno                                     ,Bodakdev,3.6,"['Desserts', 'Beverages']",400,24
1661,Sky Light Restaurant                                     ,Airport Gandhinagar Highway,3.3,['North Indian'],450,35
1662,Lazy Sunday Diner                                     ,Bopal,2.6,['Fast Food'],600,31
1663,Yumiq                                     ,"Fun Food Battalian, Bopal",3.7,"['Italian', 'Chinese', 'Mexican', 'Wraps']",500,27
1664,Wack Waffle Pizza                                     ,Satellite,3.8,"['Pizza', 'Desserts']",300,31
1665,Krishna Fast Food                                     ,C G Road,3,"['Fast Food', 'Street Food', 'South Indian']",200,31
1666,R.K. Foodiez                                     ,Hansol,3.5,"['Fast Food', 'Chinese', 'Kebab', 'North Indian']",800,32
1667,Mysor Cafe                                     ,Ashram Road,3.5,"['South Indian', 'North Indian']",450,37
1668,Knights Cafe                                     ,Nikol,3.4,"['Cafe', 'Fast Food']",500,26
1669,Yashvi's  Cafe                                     ,Vastral,3.5,"['Fast Food', 'South Indian']",300,37
1670,New Ansari Hotel                                     ,Kankaria,3.5,"['North Indian', 'Mughlai']",400,43
1671,Jay Shree Bholenath Center                                     ,Memnagar,3.6,"['North Indian', 'Gujarati']",250,32
1672,Gurunanak                                     ,Kalupur,3.5,['North Indian'],300,42
1673,The Dolly Lama's                                     ,Thaltej,3.5,"['Fast Food', 'Beverages']",550,28
1674,Mayur Restaurant & Banquet                                     ,Naroda,3.3,"['North Indian', 'Chinese', 'Fast Food']",500,43
1675,Baba Eggs & Chicken                                     ,Chandlodia,3.6,"['North Indian', 'Hyderabadi']",450,45
1676,The Food King                                     ,Prahlad Nagar,3.5,"['North Indian', 'Gujarati', 'Chinese']",300,32
1677,Amdavadi Golgappa                                     ,Satellite,3.6,"['Street Food', 'Sandwich', 'Fast Food']",100,32
1678,Bhagyoday                                     ,Bapunagar,3.2,"['North Indian', 'Gujarati', 'Chinese']",450,43
1679,Biryani Darbar Hut                                     ,Sarkhej,3.4,['North Indian'],400,43
1680,Mummas Food                                     ,Airport Gandhinagar Highway,3.5,['Gujarati'],150,48
1681,Famous Snacks House                                     ,Paldi,3.2,['Fast Food'],300,33
1682,The Chocolate Studio                                     ,Ambavadi,3.4,['Desserts'],150,26
1683,Nikol Bhajiya House                                     ,Nikol,3.6,['Gujarati'],150,42
1684,Guru's  World                                     ,Vastral,3.5,['Fast Food'],200,34
1685,Naviya Chikki                                     ,Sabarmati,3.4,['Mithai'],150,34
1686,Rasmadhur Sweets                                     ,Satellite,3.3,"['Mithai', 'Fast Food', 'Street Food']",300,34
1687,Fit Beat                                     ,Satellite,3.5,"['Healthy Food', 'Beverages']",400,25
1688,Food Maker                                     ,Navrangpura,3.5,['Biryani'],450,33
1689,Vijay Idli Vada Center                                     ,Amraiwadi,3.6,['South Indian'],150,34
1690,The Zero Gravity Cafe And Restro                                     ,Airport Gandhinagar Highway,3.9,"['North Indian', 'Continental', 'Chinese', 'Mexican']","1,000",26
1691,Mealoji Restaurant & Cafe                                     ,Prahlad Nagar,3.7,"['Fast Food', 'North Indian']",350,29
1692,Pramukh Kathiyavadi Bhojanalay                                     ,"Sector 6, Gandhinagar",3.2,"['Gujarati', 'North Indian']",250,39
1693,Kunal Sweets                                     ,Memnagar,3.5,"['Mithai', 'Street Food']",350,34
1694,24 Carat Cafe - Inder Residency                                     ,"Hotel Inder Residency, Ellis Bridge",3.2,"['North Indian', 'Continental']",600,33
1695,Mahadev                                     ,Vejalpur,3.5,"['North Indian', 'Gujarati']",250,26
1696,Mysore Express                                     ,Nikol,3.6,['South Indian'],250,37
1697,Jay Ambe Pav Bhaji                                     ,Gurukul,3.6,"['Street Food', 'North Indian', 'Pizza']",300,44
1698,Rajvadi Bhojnalay                                     ,"Sector 16, Gandhinagar",3.8,['Gujarati'],200,42
1699,Bahuchar Snacks                                     ,Naroda,3.6,"['Fast Food', 'Sandwich', 'Street Food']",200,48
1700,Singh Saab De Parathe                                     ,Navrangpura,3.7,['North Indian'],250,29
1701,Naiya Live Dhokla House                                     ,Isanpur,4,"['Gujarati', 'South Indian', 'Street Food']",100,35
1702,Ricarzo                                     ,Chandkheda,3.4,['Fast Food'],400,33
1703,Ginger Bowl Restaurant                                     ,Gota,3.4,"['North Indian', 'Chinese', 'Fast Food']",300,21
1704,Mannat Bhaji Pav And Ghughra Centre                                     ,Bapunagar,3.6,"['Street Food', 'North Indian']",300,28
1705,Prince Corner                                     ,Bopal,3.4,"['South Indian', 'Chinese', 'Sandwich', 'Street Food']",400,45
1706,Shree Ji Khana Khazana Cafe                                     ,Gota,3.6,"['North Indian', 'Chinese', 'Fast Food']",600,33
1707,Tasalli Cafe And Bistro                                     ,Nikol,3.4,"['Cafe', 'Street Food', 'Fast Food']",350,41
1708,Beekay Bakers                                     ,C G Road,3.7,"['Bakery', 'Fast Food']",250,24
1709,Agarwal Sweet House                                     ,Memnagar,3.3,"['Mithai', 'Street Food']",300,25
1710,Oo My Grill                                     ,Gota,3.4,"['North Indian', 'Mughlai', 'Seafood', 'Biryani']","1,000",26
1711,The Night Kitchen                                     ,Infocity,3.5,"['North Indian', 'Fast Food', 'Chinese']",400,24
1712,Food and Crush                                     ,Nikol,3.5,['Fast Food'],200,45
1713,Shells & Bones                                     ,Satellite,3.3,"['Seafood', 'BBQ', 'North Indian']",500,27
1714,Hungry Hobbit                                     ,Prahlad Nagar,3.4,['Fast Food'],200,36
1715,Bitu Da Dhaba                                     ,Vastrapur,3.5,['North Indian'],350,42
1716,Maa Siku Food                                     ,Ranip,3,"['North Indian', 'Chinese']",300,32
1717,RJ Restaurant                                     ,Naroda,3.3,"['North Indian', 'Chinese', 'Mughlai', 'South Indian', 'Fast Food', 'Seafood', 'Biryani']",400,38
1718,Chai Sutta Bar                                     ,Gulbai Tekra,3.5,"['Fast Food', 'Tea', 'Coffee', 'Beverages']",300,28
1719,Fruit Zone And Wafflespot                                     ,Airport Gandhinagar Highway,3.4,"['Desserts', 'Juices']",250,39
1720,Haji Fry Centre                                     ,Bhadra,3.1,"['North Indian', 'Mughlai']",400,39
1721,Kolkata Biryani                                     ,Bodakdev,3,"['North Indian', 'Chinese', 'Biryani']",400,29
1722,Jayshree Bholenath Center                                     ,Chandkheda,3.3,"['Gujarati', 'North Indian']",300,37
1723,Shree Vallabhkrupa Tiffin Service                                     ,Naroda,3.4,['Gujarati'],200,30
1724,Raju Omelette                                     ,Gurukul,3.5,['Street Food'],200,27
1725,Dusk Restaurant                                     ,Kalupur,3,"['North Indian', 'Chinese', 'South Indian', 'Fast Food']",500,37
1726,Premvati                                     ,Satellite,3.5,"['South Indian', 'Street Food', 'Fast Food', 'Desserts']",250,45
1727,The Hunger House                                     ,Infocity,3.7,"['Fast Food', 'North Indian', 'South Indian']",300,29
1728,Shree Jaymal Fatta Restaurant                                     ,Satellite,3.5,"['North Indian', 'Chinese']",400,39
1729,Rajshree Sandwich                                     ,Satellite,3.7,"['Sandwich', 'Fast Food', 'Street Food']",200,38
1730,Helly & Chilly                                     ,Ashram Road,3.2,"['Cafe', 'Fast Food']",250,25
1731,Nachos N More                                     ,"SBR Social, Bodakdev",3.6,"['Mexican', 'Fast Food']",350,27
1732,Aarya's Grill                                     ,"SBR Social, Bodakdev",3.8,"['Sandwich', 'Fast Food', 'Mexican']",350,27
1733,Hamza                                     ,Bhadra,3.2,"['North Indian', 'Chinese', 'Mughlai']",500,39
1734,Madras Food Corner                                     ,Mani Nagar,3.5,['South Indian'],250,38
1735,Thikana                                     ,Bodakdev,3.7,['Beverages'],250,28
1736,Raj Chole Puri                                     ,Gurukul,3.6,"['Biryani', 'Street Food', 'Gujarati', 'North Indian']",200,43
1737,Radhe Rajwadi                                     ,Adalaj,3.5,"['North Indian', 'Rajasthani', 'Fast Food', 'Street Food']",500,35
1738,Amul By Atulya                                     ,"Sector 6, Gandhinagar",3.6,"['Cafe', 'South Indian']",350,31
1739,The Morning Time                                     ,Prahlad Nagar,2.6,['Fast Food'],150,31
1740,Carnivorous The Non - Veg Restaurant                                     ,Chandkheda,3.3,['North Indian'],450,31
1741,Hari Om Chole Puri                                     ,Ellis Bridge,3.6,"['North Indian', 'Gujarati']",300,42
1742,DP Cake Studio                                     ,Vastrapur,3.5,"['Bakery', 'Desserts']",450,29
1743,Hari Om Dalbati                                     ,Chandkheda,3.4,"['Rajasthani', 'North Indian']",300,40
1744,Valentine The Bakery Shop - The Metropole Hotel                                     ,The Metropole Hotel,3.4,['Desserts'],400,19
1745,Finger Lick Food                                     ,Airport Gandhinagar Highway,3.5,['Chinese'],300,28
1746,Mithai & More                                     ,Bopal,3.6,"['Mithai', 'Gujarati', 'South Indian', 'Fast Food', 'Street Food']",500,32
1747,Jalaram Farsan Corner                                     ,Mani Nagar,3.7,['Street Food'],150,38
1748,Wawa Fastorant                                     ,Chandkheda,2.5,"['Bakery', 'Fast Food']",400,28
1749,Lakhia Fast Food                                     ,Sabarmati,3.2,"['South Indian', 'Chinese', 'Fast Food']",400,41
1750,Cream N Crunch                                     ,Satellite,3.5,"['Bakery', 'Desserts']",300,32
1751,Hello Boho                                     ,Airport Gandhinagar Highway,3.3,['Fast Food'],400,23
1752,La Fontaine                                     ,"Hotel Royal Highness, Lal Darwaja",3.4,"['North Indian', 'Chinese']",700,36
1753,Prabhu Sweets                                     ,Shahibagh,3.5,['Mithai'],200,38
1754,Shree Raj Food Center                                     ,Bopal,3.4,"['North Indian', 'Gujarati']",350,38
1755,Arrow Cafe                                     ,Bopal,3.6,"['Cafe', 'Fast Food']",500,29
1756,Hotel Rashna                                     ,Shahibagh,3.4,"['South Indian', 'North Indian']",300,47
1757,Jay Shree Bhavani Fast Food                                     ,Thaltej,3.3,"['Chinese', 'South Indian', 'North Indian', 'Street Food']",400,38
1758,Badshah Dairy Products                                     ,Paldi,2.8,['Mithai'],300,39
1759,So Lucky Chinese Fast Food                                     ,Thaltej,3.5,['Chinese'],300,43
1760,Kasturi Biryani                                     ,Infocity,2.9,"['Biryani', 'North Indian']",400,30
1761,Foodiesta                                     ,Gurukul,3.6,"['North Indian', 'Fast Food', 'South Indian']",750,35
1762,Lajawab Restaurant                                     ,Shahibagh,3.4,"['North Indian', 'Mughlai']",500,34
1763,Bol De Bowl                                     ,Memnagar,2.7,['North Indian'],300,31
1764,The D Pizza                                     ,Nikol,2.8,"['Pizza', 'Fast Food']",450,15
1765,Mulberrys Cafe & Restro                                     ,Bodakdev,3.1,"['North Indian', 'Beverages', 'Fast Food']",500,25
1766,Khana Khazana                                     ,Bopal,3.1,"['North Indian', 'Chinese']",400,29
1767,Impression Restaurant                                     ,Hansol,3.5,"['North Indian', 'Chinese', 'Continental']",600,26
1768,Shree Sai South Indian Hotel                                     ,Infocity,3.6,['South Indian'],150,40
1769,Ek One Uno Pizza Classick                                     ,Chandkheda,3.5,"['Fast Food', 'Pizza']",500,25
1770,Sagar Sandwich                                     ,Ashram Road,3.5,['Fast Food'],200,36
1771,Maa Ki Roti Restuarant                                     ,Airport Gandhinagar Highway,3.5,"['Gujarati', 'North Indian', 'Chinese']",250,25
1772,Krishna Fast Food                                     ,"Sector 21, Gandhinagar",3.3,"['South Indian', 'Sandwich', 'Chinese', 'North Indian']",400,37
1773,The Olive Restaurant                                     ,Vastral,3.4,"['Fast Food', 'North Indian', 'Continental', 'Chinese']",850,19
1774,Shivam Restaurant                                     ,Isanpur,3.4,['Fast Food'],300,33
1775,Berry The Cafe And Cake                                     ,Nikol,3.5,['Bakery'],300,29
1776,Tea Post                                     ,Navrangpura,3.6,"['Beverages', 'Fast Food']",200,35
1777,Three Quarter Indian                                     ,Satellite,3.5,"['North Indian', 'Chinese', 'Fast Food']","1,200",16
1778,R-Andhra Cafe                                     ,"Sector 6, Gandhinagar",3.5,['South Indian'],200,26
1779,Rangoli Ice Cream                                     ,Nikol,3.6,"['Ice Cream', 'Beverages']",300,38
1780,Saurashtra Dairy Farm                                     ,Ghatlodia,3,"['Mithai', 'Beverages']",300,20
1781,Food Zone                                     ,Mani Nagar,3.4,"['Fast Food', 'Chinese']",300,22
1782,Cheese & Mayo                                     ,Airport Gandhinagar Highway,3.6,"['Fast Food', 'South Indian', 'Beverages']",400,28
1783,Shri Ram Dabeli Vada Pav                                     ,Paldi,3.4,"['Street Food', 'Fast Food']",200,37
1784,Kitchen Craft                                     ,Thaltej,3.6,['Gujarati'],150,30
1785,Lazari Fast Food                                     ,Infocity,3.5,"['Fast Food', 'Beverages']",300,33
1786,Dudhia Dairy                                     ,Isanpur,3.5,['Mithai'],100,43
1787,Jay Matarani Dhaba                                     ,Infocity,3.5,['Gujarati'],150,38
1788,Najaranu-Amdavad Nu                                     ,Vatva,3.4,"['North Indian', 'Gujarati', 'Fast Food', 'Chinese']",700,19
1789,Blue Coriander                                     ,Navrangpura,3.5,"['North Indian', 'Chinese', 'Continental', 'Beverages']",400,22
1790,Shree Jay Janta Ice Cream                                     ,Satellite,3.4,"['Ice Cream', 'Desserts', 'Beverages']",200,28
1791,Lutf-E-Daawat                                     ,Gurukul,3.4,"['North Indian', 'Mughlai']",600,32
1792,Photo Chinno Cafe Punjabi Paratha's                                     ,Isanpur,3.2,"['North Indian', 'Fast Food', 'Burger', 'Sandwich', 'Italian', 'Cafe', 'Ice Cream', 'Beverages']",300,35
1793,Shyam Rath                                     ,Amraiwadi,2.7,"['North Indian', 'Chinese']",400,33
1794,Hommed Tiffin                                     ,Bopal,3.3,"['Gujarati', 'North Indian']",250,24
1795,Eatalianos                                     ,Gota,3.3,"['Sandwich', 'Burger', 'Italian', 'Mexican', 'Pizza']",250,22
1796,The Tasty Food                                     ,Chandlodia,3.5,"['South Indian', 'Street Food']",350,38
1797,Sona's Kitchen                                     ,Gurukul,3.7,"['Gujarati', 'North Indian']",300,27
1798,Shreeji Fast Food                                     ,Isanpur,3.7,"['Sandwich', 'Fast Food']",300,35
1799,D And C Frankie                                     ,Mani Nagar,3.7,['Fast Food'],250,26
1800,Pushpaben Caterers                                     ,Gota,3.4,"['Gujarati', 'North Indian']",200,25
1801,Anand Idli Vada Centre                                     ,Mani Nagar,3.7,['South Indian'],100,36
1802,Savvy's Goan Casa                                     ,Chandlodia,3.3,"['North Indian', 'Seafood', 'Mughlai']",400,22
1803,Panipuri 9693                                     ,Prahlad Nagar,3.2,"['Street Food', 'Fast Food', 'Ice Cream']",250,30
1804,Bombay Kulfi and Ice Cream                                     ,Mani Nagar,3.6,['Ice Cream'],100,38
1805,Cafe Rebus                                     ,Memnagar,3.6,"['Fast Food', 'Beverages']",500,14
1806,Jay Shree Krishna Food Zone                                     ,Chandkheda,3.3,"['North Indian', 'Gujarati', 'Street Food']",350,25
1807,Rajasthan Ice Cream                                     ,Relief Road,3.6,['Ice Cream'],200,34
1808,Chezmoi                                     ,"The Spicy Street Road, Airport Gandhinagar Highway",3.3,"['Chinese', 'Thai']",400,25
1809,Relief                                     ,"Sector 16, Gandhinagar",3.3,['North Indian'],500,32
1810,Bistro 57                                     ,Isanpur,3.6,"['Cafe', 'Fast Food']",400,25
1811,Shree Nivas Bhojanshala                                     ,Infocity,3.5,['Gujarati'],150,34
1812,Night Khana Jugaad                                     ,Satellite,3.1,"['North Indian', 'Fast Food']",500,33
1813,JK Arabian Special                                     ,Bodakdev,3.7,['Lebanese'],350,27
1814,Shree Swaminarayan Dining Hall                                     ,Gulbai Tekra,3.3,['Gujarati'],300,29
1815,Maharaja Dosa                                     ,"SBR Social, Bodakdev",3.6,['South Indian'],450,28
1816,Punjabi Junction                                     ,Infocity,3.6,['North Indian'],250,35
1817,Cafe Food Stop                                     ,Airport Gandhinagar Highway,3.5,['Fast Food'],350,21
1818,Avadh Restaurant                                     ,Vejalpur,3.6,"['North Indian', 'Chinese', 'Fast Food']",600,33
1819,Shree Paras Bakery                                     ,Vastral,3.3,['Bakery'],250,12
1820,Tara's Take Away                                     ,Gota,3.4,"['Chinese', 'North Indian']",350,26
1821,Ghar Ka Khana                                     ,Ashram Road,3.4,"['Gujarati', 'North Indian']",200,25
1822,Shri Chamunda Bhojnalaya                                     ,"Galaxy Complex, Naroda",3.4,"['Rajasthani', 'Gujarati', 'Chinese', 'North Indian']",300,36
1823,Tasty Takeaway                                     ,Ghatlodia,3.7,"['North Indian', 'Chinese']",300,32
1824,Jalaram Khaman House                                     ,Sabarmati,3.8,"['Street Food', 'Gujarati']",100,33
1825,ChefBox                                     ,Navrangpura,3.7,"['Chinese', 'Fast Food']",500,30
1826,Kook Du Ku Curries                                     ,Ranip,3.7,['North Indian'],500,22
1827,Kathi Express                                     ,Navrangpura,3.5,"['Rolls', 'Beverages']",250,19
1828,Silver Point Restaurant                                     ,Naroda,3.2,"['North Indian', 'Chinese', 'Fast Food']",600,39
1829,Marshall                                     ,Kalupur,3.4,"['North Indian', 'South Indian']",700,34
1830,Jay Ambe Bhajipav And Pulav                                     ,Chandkheda,3.4,['Street Food'],200,29
1831,Blue Berry Restaurant                                     ,"Sector 16, Gandhinagar",3.5,"['North Indian', 'Chinese']",500,23
1832,Shahi Chaska                                     ,Adalaj,3.6,"['North Indian', 'Chinese', 'Continental']",700,21
1833,Zoon- The Kashmiri Kitchen                                     ,Satellite,3.4,"['North Indian', 'Kashmiri']",600,24
1834,Maruti Coffee Shop                                     ,Shahibagh,3.5,"['Fast Food', 'North Indian']",150,38
1835,Chor Bazaar Bistro                                     ,Bodakdev,3.2,"['North Indian', 'Modern Indian']","1,000",20
1836,Bapu Ni Khichdi                                     ,Navrangpura,3.4,['North Indian'],300,27
1837,Rokadiya Bhajiya                                     ,Bopal,3.5,['Street Food'],150,32
1838,Vipul Bhaji Pav                                     ,Rakhial,2.9,"['North Indian', 'Fast Food', 'Gujarati']",250,23
1839,Pizza House                                     ,Chandkheda,3.3,"['Pizza', 'Fast Food']",400,27
1840,Ghar Ka Dabba                                     ,Airport Gandhinagar Highway,2.9,"['Gujarati', 'Fast Food', 'North Indian']",350,21
1841,The Punjabi Food Junction                                     ,Airport Gandhinagar Highway,3.3,['North Indian'],300,35
1842,Sadda Meal                                     ,Bodakdev,3.8,"['North Indian', 'Fast Food']",500,22
1843,Raipur Bhajiya House                                     ,Mani Nagar,3.4,['Fast Food'],100,37
1844,Mehta Bhel And Restaurant                                     ,Ellis Bridge,2.8,"['North Indian', 'Chinese', 'Street Food', 'South Indian']",500,31
1845,Guru Krupa Dining Hall                                     ,Nikol,3.4,['Gujarati'],250,29
1846,Fyafulla Food                                     ,Infocity,3.5,"['Chinese', 'North Indian']",350,30
1847,Twin Brothers Pizza & Cafe                                     ,Infocity,3.3,"['Pizza', 'Fast Food', 'Beverages']",500,24
1848,Mad Batter                                     ,Ambavadi,3.3,['Bakery'],300,8
1849,New Prince Chinese Food                                     ,Thaltej,3.1,['Chinese'],400,32
1850,Shangri La Grand                                     ,Sarkhej,3.4,"['North Indian', 'Asian']",600,24
1851,Cafe Moreish                                     ,Prahlad Nagar,3.4,"['Cafe', 'Sandwich', 'Pizza']",700,25
1852,Tea Post                                     ,Infocity,2.7,"['Fast Food', 'Beverages', 'Tea']",200,34
1853,Chintan Ni Karnavati Dabeli                                     ,Mani Nagar,3.5,"['Street Food', 'Sandwich']",150,41
1854,Hari Om Restaurant                                     ,Naroda,3.4,"['North Indian', 'Fast Food', 'Chinese']",750,27
1855,Radhe Snacks                                     ,Airport Gandhinagar Highway,3.4,"['Fast Food', 'Street Food', 'Mithai']",200,33
1856,China Town                                     ,Sarkhej,3.4,"['Chinese', 'North Indian']",600,34
1857,Shree Ashapura                                     ,Hansol,3.3,['Desserts'],100,16
1858,Puchka Platters                                     ,Bopal,3.7,['Street Food'],200,16
1859,Munching Room                                     ,Navrangpura,2.8,"['Pizza', 'Sandwich', 'Beverages']",500,25
1860,Punjab Paratha Zone                                     ,Bodakdev,3.8,['North Indian'],200,35
1861,Nescafe Parlour                                     ,Gulbai Tekra,3.6,['Fast Food'],150,26
1862,Bansilal Pendawala                                     ,Astodia,3.5,['Mithai'],400,37
1863,Meals4you                                     ,Airport Gandhinagar Highway,3.3,['North Indian'],400,30
1864,Gayatri Bhajiya Corner                                     ,Rakhial,3.6,['Street Food'],100,34
1865,Gopal                                     ,Ghatlodia,3.5,"['Fast Food', 'Desserts', 'Ice Cream']",350,41
1866,Shree Mewad Vadapav & Dabeli                                     ,Shahibagh,3.2,"['Sandwich', 'Fast Food']",300,34
1867,Oven & Grill                                     ,Bodakdev,3.7,"['Burger', 'Pizza', 'Sandwich']",600,21
1868,The Cups                                     ,Chandlodia,3.4,"['Cafe', 'Fast Food']",400,34
1869,Fat Boys                                     ,"SBR Social, Bodakdev",3.4,"['Pizza', 'Fast Food']",550,26
1870,Swadish                                     ,Ambavadi,3.2,"['Sandwich', 'Pizza', 'South Indian']",400,19
1871,Chotu Maharaj                                     ,Thaltej,3.9,['North Indian'],800,19
1872,Dusk Till Dawn                                     ,Navrangpura,3.5,"['Fast Food', 'Chinese']",300,34
1873,International Sweet Factory                                     ,Ashram Road,3.8,['Mithai'],400,20
1874,Devi Dosa Palace                                     ,Nikol,3.5,"['South Indian', 'Street Food']",300,33
1875,Foozzie                                     ,Prahlad Nagar,3.7,['Beverages'],300,30
1876,Chicken Express                                     ,Jamalpur,3.6,"['Burger', 'Wraps', 'Fast Food']",400,26
1877,Mr. Pizza G                                     ,Ghatlodia,3.3,"['Pizza', 'Fast Food', 'Juices']",350,25
1878,Janapath Restaurant                                     ,Sabarmati,3.4,"['North Indian', 'Mughlai']",450,25
1879,Paratha Ee Kingdom                                     ,Vastrapur,3.6,['North Indian'],300,23
1880,Desi Dhaba                                     ,Adalaj,3,"['North Indian', 'Chinese']",400,22
1881,Swad Food Corner                                     ,Shahibagh,2.5,"['North Indian', 'South Indian', 'Fast Food']",550,32
1882,Hashtag Waffles                                     ,"Sector 21, Gandhinagar",3.4,"['Desserts', 'Fast Food']",400,23
1883,Ravechi Dhaba                                     ,Shahibagh,2.7,"['North Indian', 'Gujarati']",300,28
1884,Bharat Krishna Bakery                                     ,Shahibagh,3.6,"['Bakery', 'Fast Food']",300,36
1885,Brother's Recipes                                     ,Ranip,3.3,['North Indian'],500,28
1886,Bake Me Away                                     ,Ambavadi,3.4,"['Bakery', 'Beverages']",350,25
1887,The Chaat Place                                     ,Ghatlodia,3.2,['Street Food'],300,29
1888,Vinayak Bhaji Pav Fast Food                                     ,Satellite,3.4,"['Street Food', 'Chinese']",300,33
1889,The Dayavan Resort                                     ,Odhav,3.1,"['Chinese', 'Mexican', 'Thai', 'Italian', 'North Indian']",650,25
1890,Bite And Beans                                     ,Memnagar,3.5,"['Fast Food', 'Street Food', 'Beverages', 'Pizza', 'Rolls']",350,23
1891,Mehmaan                                     ,C G Road,3.5,"['Gujarati', 'North Indian']",400,30
1892,Gokul Dairy & Sweets                                     ,Ellis Bridge,3.6,['Mithai'],200,31
1893,Lassi Corner                                     ,Chandkheda,3.5,"['Beverages', 'Ice Cream']",250,31
1894,Being Healthy Kitchen                                     ,Bodakdev,3.4,"['Healthy Food', 'Fast Food']",500,19
1895,Mummy De Parathe                                     ,Vejalpur,3.3,['North Indian'],300,20
1896,Shreeji Nashta House                                     ,Shahibagh,3.3,"['Street Food', 'Fast Food']",100,30
1897,Pranami Kitchen                                     ,Vastral,3.4,['Gujarati'],250,24
1898,Jay Krishna                                     ,Airport Gandhinagar Highway,3.7,"['North Indian', 'South Indian', 'Fast Food']",500,26
1899,Maha Gujarat Bakery & Sweet                                     ,Rakhial,3.3,"['Mithai', 'Bakery']",200,38
1900,Pereira Take Aways                                     ,Navrangpura,3.3,"['North Indian', 'Chinese']",600,29
1901,Tasteez Food                                     ,Chandkheda,3.5,"['North Indian', 'Burger']",300,25
1902,Astodia Jalebi & Dalvada                                     ,Astodia,3.4,['Street Food'],150,35
1903,Pastry 'N' Tasty                                     ,Satellite,3.5,['Bakery'],250,28
1904,Sukhadia Jamnadas Maganlal                                     ,Satellite,3.3,"['Mithai', 'Street Food']",300,21
1905,Madhuli Kathiyawadi Garden Restaurant                                     ,Bopal,3.4,"['Gujarati', 'North Indian', 'Fast Food']",400,21
1906,Bean Busters Cafe                                     ,Bopal,3.5,"['Cafe', 'Fast Food']",550,11
1907,Matel Restaurant                                     ,Vastral,3.3,"['North Indian', 'Gujarati']",400,27
1908,Shri Krishna Cold Drinks                                     ,Ambavadi,3.5,['Beverages'],250,24
1909,Bhojanam                                     ,Nikol,3.3,['Gujarati'],300,11
1910,Lucknowi Laziz                                     ,Nikol,3.5,"['Lucknowi', 'North Indian']",550,25
1911,Raj Bhojnalay                                     ,Infocity,2.8,['Gujarati'],150,34
1912,The Waffle Co.                                     ,Shahibagh,3.4,['Desserts'],300,24
1913,Maharaj Samosa Center                                     ,Naranpura,3.5,"['Street Food', 'Gujarati']",200,31
1914,Assal Ahmdawadi Tava fry                                     ,Sarkhej,3.3,"['North Indian', 'Chinese']",600,27
1915,Kathiyavadi                                     ,Airport Gandhinagar Highway,2.7,"['Gujarati', 'North Indian']",300,23
1916,Ajay Pal Food Centre                                     ,C G Road,3.6,"['North Indian', 'Gujarati']",300,28
1917,Gandhi Soda And Ice Cream                                     ,Bodakdev,3.6,['Beverages'],300,25
1918,Mr. Franky                                     ,Vejalpur,3.3,['Fast Food'],300,28
1919,Sagar Restaurant                                     ,Vatva,3.4,['North Indian'],400,32
1920,Dosa Express @Urban Chowk                                     ,"Urban Chowk, Thaltej",2.9,['South Indian'],350,25
1921,Jodhpur Sweets                                     ,Naranpura,3.2,['Mithai'],100,28
1922,The Village Country                                     ,Satellite,3.6,"['Fast Food', 'Chinese']",300,33
1923,Bajrang Fast Food                                     ,Shahibagh,3.5,"['South Indian', 'Street Food', 'Fast Food', 'Chinese']",250,30
1924,Star-The Cake Shop                                     ,Bapunagar,3.2,"['Bakery', 'Desserts']",300,8
1925,Pramukh Kathiyavadi Bhojanalay                                     ,"Sector 6, Gandhinagar",2.8,"['Gujarati', 'North Indian']",250,35
1926,Bombay Sandwich                                     ,Airport Gandhinagar Highway,3.4,"['Sandwich', 'Street Food']",300,21
1927,The Ganthiya House                                     ,Vastrapur,3.4,['Gujarati'],150,24
1928,Frankie Corner                                     ,Jamalpur,3.4,['Fast Food'],200,31
1929,Amrut Tiffin Service                                     ,Gurukul,3.4,['North Indian'],200,23
